Position,Abbreviation,DriverNumber,TeamName,GridPosition,Status,RaceTime_Sec,PitStops,IsWetRace,Year,Round,Circuit
1.0,VER,33,Red Bull Racing,1.0,Finished,5788.645,0,0,2020,17,Yas Island
2.0,BOT,77,Mercedes,2.0,Finished,15.975999999999999,0,0,2020,17,Yas Island
3.0,HAM,44,Mercedes,3.0,Finished,18.415,0,0,2020,17,Yas Island
4.0,ALB,23,Red Bull Racing,5.0,Finished,19.987,0,0,2020,17,Yas Island
5.0,NOR,4,McLaren,4.0,Finished,60.729,0,0,2020,17,Yas Island
6.0,SAI,55,McLaren,6.0,Finished,65.662,0,0,2020,17,Yas Island
7.0,RIC,3,Renault,11.0,Finished,73.748,0,0,2020,17,Yas Island
8.0,GAS,10,AlphaTauri,9.0,Finished,89.718,0,0,2020,17,Yas Island
9.0,OCO,31,Renault,10.0,Finished,11.350999999999999,0,0,2020,17,Yas Island
10.0,STR,18,Racing Point,8.0,Finished,1.669,0,0,2020,17,Yas Island
11.0,KVY,26,AlphaTauri,7.0,+1 Lap,,0,0,2020,17,Yas Island
12.0,RAI,7,Alfa Romeo Racing,15.0,+1 Lap,,0,0,2020,17,Yas Island
13.0,LEC,16,Ferrari,12.0,+1 Lap,,0,0,2020,17,Yas Island
14.0,VET,5,Ferrari,13.0,+1 Lap,,0,0,2020,17,Yas Island
15.0,RUS,63,Williams,16.0,+1 Lap,,0,0,2020,17,Yas Island
16.0,GIO,99,Alfa Romeo Racing,14.0,+1 Lap,,0,0,2020,17,Yas Island
17.0,LAT,6,Williams,18.0,+1 Lap,,0,0,2020,17,Yas Island
18.0,MAG,20,Haas F1 Team,20.0,+1 Lap,,0,0,2020,17,Yas Island
19.0,FIT,51,Haas F1 Team,17.0,+2 Laps,,0,0,2020,17,Yas Island
20.0,PER,11,Racing Point,19.0,Transmission,,0,0,2020,17,Yas Island
